GEO_ID,County_Area,Total_Population,Land_Area_SqMi,population_density
0500000US18081,"Johnson County, Indiana",166315,320.415,519.061217483576
0500000US18083,"Knox County, Indiana",36007,515.831,69.80386987210927
0500000US18085,"Kosciusko County, Indiana",80442,531.446,151.3643907377231
0500000US18087,"LaGrange County, Indiana",40805,379.631,107.48595346533872
0500000US18089,"Lake County, Indiana",500379,498.89,1002.9846258694301
0500000US18091,"LaPorte County, Indiana",111917,598.289,187.06177115073152
0500000US18093,"Lawrence County, Indiana",45102,449.146,100.41723626615844
0500000US18095,"Madison County, Indiana",131900,451.921,291.8651711250418
0500000US18097,"Marion County, Indiana",975809,395.99,2464.2263693527616
0500000US18099,"Marshall County, Indiana",46284,443.62,104.33253685586763
0500000US18101,"Martin County, Indiana",9830,335.761,29.27677723142354
0500000US18103,"Miami County, Indiana",35712,373.842,95.52698733689634
0500000US18105,"Monroe County, Indiana",140965,394.522,357.3058029716974
0500000US18107,"Montgomery County, Indiana",38312,504.647,75.91841425788719
0500000US18109,"Morgan County, Indiana",72659,403.833,179.92338417117966
0500000US18111,"Newton County, Indiana",13922,401.755,34.65296013739717
0500000US18113,"Noble County, Indiana",47495,410.846,115.60292664404668
0500000US18115,"Ohio County, Indiana",5999,86.15,69.63435867672663
0500000US18117,"Orange County, Indiana",19767,398.379,49.61857929258319
0500000US18119,"Owen County, Indiana",21604,385.295,56.071321974071815
0500000US18121,"Parke County, Indiana",16406,444.721,36.89054485846182
0500000US18123,"Perry County, Indiana",19270,381.74,50.47938387384083
0500000US18125,"Pike County, Indiana",12154,334.351,36.3510203349175
0500000US18127,"Porter County, Indiana",174818,418.113,418.111850145774
0500000US18129,"Posey County, Indiana",25116,409.385,61.35056242900937
0500000US18131,"Pulaski County, Indiana",12441,433.675,28.68738110336081
0500000US18133,"Putnam County, Indiana",37280,480.537,77.57987418242509
0500000US18135,"Randolph County, Indiana",24387,452.379,53.90833792019523
0500000US18137,"Ripley County, Indiana",29095,446.427,65.17302940906352
0500000US18139,"Rush County, Indiana",16739,408.137,41.01318919872494
0500000US18141,"St. Joseph County, Indiana",273040,457.781,596.44240368211
0500000US18143,"Scott County, Indiana",24526,190.403,128.81099562506893
0500000US18145,"Shelby County, Indiana",45265,411.136,110.09738869863013
0500000US18147,"Spencer County, Indiana",19955,396.888,50.27866803733043
0500000US18149,"Starke County, Indiana",23365,309.144,75.57966513987009
0500000US18151,"Steuben County, Indiana",34726,308.78,112.46194701729388
0500000US18153,"Sullivan County, Indiana",20780,447.196,46.46732081682305
0500000US18155,"Switzerland County, Indiana",9909,220.668,44.904562510196314
0500000US18157,"Tippecanoe County, Indiana",189071,498.898,378.97726589403044
0500000US18159,"Tipton County, Indiana",15346,260.541,58.90051853642997
0500000US18161,"Union County, Indiana",6985,161.19,43.333953719213355
0500000US18163,"Vanderburgh County, Indiana",180117,233.401,771.7062052004918
0500000US18165,"Vermillion County, Indiana",15421,256.894,60.0286499490062
0500000US18167,"Vigo County, Indiana",106109,403.631,262.8861509646187
0500000US18169,"Wabash County, Indiana",30844,412.539,74.76626452286935
0500000US18171,"Warren County, Indiana",8464,364.69,23.20875263922784
0500000US18173,"Warrick County, Indiana",65261,384.63,169.6721524582066
0500000US18175,"Washington County, Indiana",28212,513.689,54.92038957423656
0500000US18177,"Wayne County, Indiana",66397,401.755,165.2673893293176
0500000US18179,"Wells County, Indiana",28420,368.087,77.21000741672485
0500000US18181,"White County, Indiana",24717,505.136,48.931376896518955
0500000US18183,"Whitley County, Indiana",34618,335.622,103.14580093080906
0500000US19001,"Adair County, Iowa",7460,569.271,13.10447923748092
0500000US19003,"Adams County, Iowa",3622,423.433,8.553891642833696
0500000US19005,"Allamakee County, Iowa",14092,639.071,22.050758053487012
0500000US19007,"Appanoose County, Iowa",12184,497.299,24.500350895537697
0500000US19009,"Audubon County, Iowa",5599,442.96,12.639967491421348
0500000US19011,"Benton County, Iowa",25724,716.102,35.92225688519233
0500000US19013,"Black Hawk County, Iowa",131049,565.757,231.6347831312737
0500000US19015,"Boone County, Iowa",26668,570.461,46.74815631568153
0500000US19017,"Bremer County, Iowa",25204,435.479,57.8764992112134
0500000US19019,"Buchanan County, Iowa",20694,571.079,36.236667781515344
0500000US19021,"Buena Vista County, Iowa",20753,574.899,36.0985146956248
0500000US19023,"Butler County, Iowa",14268,580.138,24.594148288855408
0500000US19025,"Calhoun County, Iowa",9803,569.846,17.202893413308157
0500000US19027,"Carroll County, Iowa",20594,569.453,36.1645298207227
0500000US19029,"Cass County, Iowa",13096,564.258,23.20924116273052
0500000US19031,"Cedar County, Iowa",18349,579.462,31.665579451284124
0500000US19033,"Cerro Gordo County, Iowa",42632,568.3,75.01671652296324
0500000US19035,"Cherokee County, Iowa",11600,576.907,20.107226988058734
0500000US19037,"Chickasaw County, Iowa",11807,504.324,23.411537027783726
0500000US19039,"Clarke County, Iowa",9662,431.111,22.411861446356042
0500000US19041,"Clay County, Iowa",16461,567.238,29.019564979779208
0500000US19043,"Clayton County, Iowa",17013,778.464,21.854575163398692
0500000US19045,"Clinton County, Iowa",46268,694.959,66.57658941031055
0500000US19047,"Crawford County, Iowa",16277,714.198,22.79059868551858
0500000US19049,"Dallas County, Iowa",107968,588.233,183.54631583063176
0500000US19051,"Davis County, Iowa",9157,502.188,18.234207109688004
0500000US19053,"Decatur County, Iowa",7759,531.883,14.587794684169262
0500000US19055,"Delaware County, Iowa",17558,577.684,30.393779298024526
0500000US19057,"Des Moines County, Iowa",38487,416.129,92.48814670450749
0500000US19059,"Dickinson County, Iowa",17990,380.532,47.27591897659067
0500000US19061,"Dubuque County, Iowa",99030,608.299,162.7982291603307
0500000US19063,"Emmet County, Iowa",9262,395.89,23.3953876076688
0500000US19065,"Fayette County, Iowa",19288,730.817,26.392380034947188
0500000US19067,"Floyd County, Iowa",15328,500.571,30.62103078284599
0500000US19069,"Franklin County, Iowa",9956,581.972,17.107352243750558
0500000US19071,"Fremont County, Iowa",6514,511.168,12.743364216852385
0500000US19073,"Greene County, Iowa",8688,569.558,15.253933752137623
0500000US19075,"Grundy County, Iowa",12384,501.855,24.676450369130524
0500000US19077,"Guthrie County, Iowa",10688,590.604,18.09672809530582
0500000US19079,"Hamilton County, Iowa",14886,576.731,25.810993340049347
0500000US19081,"Hancock County, Iowa",10671,571.005,18.68810255601965
0500000US19083,"Hardin County, Iowa",16639,569.307,29.226761659350753
0500000US19085,"Harrison County, Iowa",14632,696.874,20.996622057932996
0500000US19087,"Henry County, Iowa",20004,434.288,46.06159967579118
0500000US19089,"Howard County, Iowa",9445,473.247,19.95786555435111
0500000US19091,"Humboldt County, Iowa",9591,434.372,22.080152496017238
0500000US19093,"Ida County, Iowa",6911,431.513,16.015739966119213
0500000US19095,"Iowa County, Iowa",16507,586.455,28.147087159287583
0500000US19097,"Jackson County, Iowa",19390,636.042,30.48540819631408
0500000US19099,"Jasper County, Iowa",37954,730.426,51.9614581080082
0500000US19101,"Jefferson County, Iowa",15705,435.524,36.06001047014631
0500000US19103,"Johnson County, Iowa",156639,612.997,255.52979867764444
0500000US19105,"Jones County, Iowa",20896,575.618,36.30185296498719
0500000US19107,"Keokuk County, Iowa",9924,579.175,17.13471748607934
0500000US19109,"Kossuth County, Iowa",14516,972.731,14.92293347287174
0500000US19111,"Lee County, Iowa",32893,517.55,63.55521205680611
0500000US19113,"Linn County, Iowa",230004,717.01,320.7821369297499
0500000US19115,"Louisa County, Iowa",10678,401.777,26.57693197968027
0500000US19117,"Lucas County, Iowa",8716,430.681,20.237716546585524
0500000US19119,"Lyon County, Iowa",12162,587.609,20.697436560706183
0500000US19121,"Madison County, Iowa",16926,561.006,30.170800312296127
0500000US19123,"Mahaska County, Iowa",22021,570.851,38.57574042963926
0500000US19125,"Marion County, Iowa",33642,554.49,60.67196883622788
0500000US19127,"Marshall County, Iowa",40114,572.503,70.0677551034667
0500000US19129,"Mills County, Iowa",14568,437.431,33.303538158018064
0500000US19131,"Mitchell County, Iowa",10575,469.256,22.535673491654876
0500000US19133,"Monona County, Iowa",8557,694.072,12.32869212416003
0500000US19135,"Monroe County, Iowa",7513,433.708,17.32271482195394
0500000US19137,"Montgomery County, Iowa",10214,424.097,24.08411283267743
0500000US19139,"Muscatine County, Iowa",42559,437.44,97.29105705925384
0500000US19141,"O'Brien County, Iowa",14126,573.035,24.65119931592311
0500000US19143,"Osceola County, Iowa",6100,398.687,15.300222981938212
0500000US19145,"Page County, Iowa",15131,534.944,28.28520368487169
0500000US19147,"Palo Alto County, Iowa",8863,563.864,15.718329242512379
0500000US19149,"Plymouth County, Iowa",25747,862.828,29.84024625997302
0500000US19151,"Pocahontas County, Iowa",7046,577.241,12.206340159482782
0500000US19153,"Polk County, Iowa",503175,572.381,879.0910250340246
0500000US19155,"Pottawattamie County, Iowa",93424,951.272,98.20955520608196
0500000US19157,"Poweshiek County, Iowa",18545,584.923,31.705027841271416
0500000US19159,"Ringgold County, Iowa",4645,535.485,8.674379301007498
0500000US19161,"Sac County, Iowa",9689,575.022,16.849790094987668
0500000US19163,"Scott County, Iowa",174608,458.096,381.1602808145018
0500000US19165,"Shelby County, Iowa",11778,590.776,19.93649031104852
0500000US19167,"Sioux County, Iowa",36212,767.911,47.15650641806147
0500000US19169,"Story County, Iowa",100466,572.544,175.4729767493852
0500000US19171,"Tama County, Iowa",16868,721.011,23.394927400552834
0500000US19173,"Taylor County, Iowa",5868,531.902,11.032107418283818
0500000US19175,"Union County, Iowa",11993,423.645,28.30907953593221
0500000US19177,"Van Buren County, Iowa",7241,484.792,14.936302579250484
0500000US19179,"Wapello County, Iowa",35362,431.843,81.88624106446092
0500000US19181,"Warren County, Iowa",54409,569.658,95.5116929807007
0500000US19183,"Washington County, Iowa",22561,568.828,39.662252913007094
0500000US19185,"Wayne County, Iowa",6532,525.469,12.430799913981604
0500000US19187,"Webster County, Iowa",36886,715.704,51.5380660161184
0500000US19189,"Winnebago County, Iowa",10583,400.489,26.425195198869385
0500000US19191,"Winneshiek County, Iowa",19873,689.844,28.80796237990038
0500000US19193,"Woodbury County, Iowa",106247,872.896,121.71782205440282
0500000US19195,"Worth County, Iowa",7350,400.123,18.369351424436985
0500000US19197,"Wright County, Iowa",12791,580.412,22.037793842994287
0500000US20001,"Allen County, Kansas",12483,500.297,24.95117899967419
0500000US20003,"Anderson County, Kansas",7834,579.641,13.515262032878972
0500000US20005,"Atchison County, Kansas",16208,431.174,37.59039274167738
0500000US20007,"Barber County, Kansas",4069,1134.075,3.5879461234927144
0500000US20009,"Barton County, Kansas",25097,895.257,28.033290999120926
0500000US20011,"Bourbon County, Kansas",14394,635.461,22.651272068624195
0500000US20013,"Brown County, Kansas",9343,570.871,16.36621933851956
0500000US20015,"Butler County, Kansas",68287,1429.716,47.76263257877789
0500000US20017,"Chase County, Kansas",2561,773.053,3.312838835112211
0500000US20019,"Chautauqua County, Kansas",3370,638.881,5.274847741598201
0500000US20021,"Cherokee County, Kansas",19151,587.567,32.593729736353474
0500000US20023,"Cheyenne County, Kansas",2628,1019.89,2.5767484728745256
0500000US20025,"Clark County, Kansas",1974,974.638,2.0253673671660657
0500000US20027,"Clay County, Kansas",8048,645.298,12.471757234641979
0500000US20029,"Cloud County, Kansas",8898,715.342,12.43880549443483
0500000US20031,"Coffey County, Kansas",8308,626.885,13.25282946632955
0500000US20033,"Comanche County, Kansas",1729,788.298,2.1933329781377093
0500000US20035,"Cowley County, Kansas",34411,1125.738,30.5675032734082
0500000US20037,"Crawford County, Kansas",39008,589.771,66.14092588479258
0500000US20039,"Decatur County, Kansas",2726,893.517,3.050865288517174
0500000US20041,"Dickinson County, Kansas",18445,847.068,21.775111325182866
0500000US20043,"Doniphan County, Kansas",7503,393.475,19.068555816760913
0500000US20045,"Douglas County, Kansas",120302,455.766,263.9556263521193
0500000US20047,"Edwards County, Kansas",2779,621.894,4.46860719029288
0500000US20049,"Elk County, Kansas",2453,644.264,3.807445395055443
0500000US20051,"Ellis County, Kansas",28920,899.912,32.13647556649983
0500000US20053,"Ellsworth County, Kansas",6360,715.575,8.887957237186876
0500000US20055,"Finney County, Kansas",38084,1301.997,29.25045142193108
0500000US20057,"Ford County, Kansas",34074,1098.271,31.025129499003434
0500000US20059,"Franklin County, Kansas",26106,571.772,45.65805950623675
0500000US20061,"Geary County, Kansas",35815,384.652,93.1101359150609
0500000US20063,"Gove County, Kansas",2799,1071.666,2.6118212204175557
0500000US20065,"Graham County, Kansas",2389,898.527,2.6587960072429655
0500000US20067,"Grant County, Kansas",7229,574.808,12.576373328137395
0500000US20069,"Gray County, Kansas",5701,868.867,6.5614184909773305
0500000US20071,"Greeley County, Kansas",1304,778.404,1.675222635032708
0500000US20073,"Greenwood County, Kansas",5919,1143.304,5.17710075360534
0500000US20075,"Hamilton County, Kansas",2471,996.514,2.4796440391203736
0500000US20077,"Harper County, Kansas",5400,801.274,6.739267716162012
0500000US20079,"Harvey County, Kansas",33756,539.756,62.53936964109709
0500000US20081,"Haskell County, Kansas",3641,577.521,6.3045326490292135
0500000US20083,"Hodgeman County, Kansas",1652,859.992,1.9209481018428078
0500000US20085,"Jackson County, Kansas",13341,656.219,20.330103212494606
0500000US20087,"Jefferson County, Kansas",18349,532.626,34.450064397907724
0500000US20089,"Jewell County, Kansas",2916,909.971,3.2044977257516996
0500000US20091,"Johnson County, Kansas",620631,473.614,1310.4152326578185
0500000US20093,"Kearny County, Kansas",3864,870.543,4.438609006103087
0500000US20095,"Kingman County, Kansas",7186,863.419,8.322726277740008
0500000US20097,"Kiowa County, Kansas",2422,722.64,3.3515996900254623
0500000US20099,"Labette County, Kansas",19869,645.393,30.78589324644054
0500000US20101,"Lane County, Kansas",1461,717.409,2.03649522099667
0500000US20103,"Leavenworth County, Kansas",83123,463.407,179.37363915521345
0500000US20105,"Lincoln County, Kansas",2923,719.396,4.063130737451973
0500000US20107,"Linn County, Kansas",9767,594.081,16.44051905379906
0500000US20109,"Logan County, Kansas",2707,1072.993,2.522849636484115
0500000US20111,"Lyon County, Kansas",32186,847.478,37.97856699524944
0500000US20113,"McPherson County, Kansas",30205,898.285,33.62518577066299
0500000US20115,"Marion County, Kansas",11754,944.299,12.447328653318493
0500000US20117,"Marshall County, Kansas",9993,900.178,11.101137774973393
0500000US20119,"Meade County, Kansas",3903,978.083,3.9904588874359335
0500000US20121,"Miami County, Kansas",34938,575.879,60.66899470201205
0500000US20123,"Mitchell County, Kansas",5779,701.792,8.234633623637773
0500000US20125,"Montgomery County, Kansas",30940,643.594,48.0737856474734
0500000US20127,"Morris County, Kansas",5340,695.343,7.679663130282465
0500000US20129,"Morton County, Kansas",2611,729.731,3.578030808613037
0500000US20131,"Nemaha County, Kansas",10160,717.427,14.161719589588905
0500000US20133,"Neosho County, Kansas",15656,571.481,27.395486464116917
0500000US20135,"Ness County, Kansas",2653,1074.739,2.4685063071127034
0500000US20137,"Norton County, Kansas",5359,878.044,6.103338784844495
0500000US20139,"Osage County, Kansas",15744,705.506,22.31589809299992
0500000US20141,"Osborne County, Kansas",3452,892.516,3.867717777608469
0500000US20143,"Ottawa County, Kansas",5819,720.73,8.073758550358663
0500000US20145,"Pawnee County, Kansas",6144,754.263,8.145699842097518
0500000US20147,"Phillips County, Kansas",4813,885.871,5.433070955026183
0500000US20149,"Pottawatomie County, Kansas",26204,840.735,31.167966124878827
0500000US20151,"Pratt County, Kansas",9127,735.039,12.417028212108473
0500000US20153,"Rawlins County, Kansas",2516,1069.416,2.352685951958826
0500000US20155,"Reno County, Kansas",61553,1255.308,49.034181252728416
0500000US20157,"Republic County, Kansas",4646,717.377,6.476371559166241
0500000US20159,"Rice County, Kansas",9350,726.234,12.874638202012022
0500000US20161,"Riley County, Kansas",71946,609.66,118.01003838204902
0500000US20163,"Rooks County, Kansas",4813,890.527,5.4046648782125635
0500000US20165,"Rush County, Kansas",2947,717.763,4.1058120856048586
0500000US20167,"Russell County, Kansas",6679,886.26,7.5361632026719025
0500000US20169,"Saline County, Kansas",53668,720.246,74.51343013359325
0500000US20171,"Scott County, Kansas",5027,717.585,7.005441864030045
0500000US20173,"Sedgwick County, Kansas",528226,997.001,529.8149149298747
0500000US20175,"Seward County, Kansas",21486,639.653,33.59008712536328
0500000US20177,"Shawnee County, Kansas",178025,544.026,327.23619826993564
0500000US20179,"Sheridan County, Kansas",2426,895.957,2.70771923206136
0500000US20181,"Sherman County, Kansas",5858,1056.064,5.54701230228471
0500000US20183,"Smith County, Kansas",3552,895.464,3.9666586261424244
0500000US20185,"Stafford County, Kansas",3978,792.046,5.0224355656110875
0500000US20187,"Stanton County, Kansas",2038,680.352,2.9955082075161092
0500000US20189,"Stevens County, Kansas",5162,727.26,7.097874212798724
0500000US20191,"Sumner County, Kansas",22353,1181.668,18.91648077124878
0500000US20193,"Thomas County, Kansas",7885,1074.686,7.337026815274416
0500000US20195,"Trego County, Kansas",2777,889.474,3.122069897489977
0500000US20197,"Wabaunsee County, Kansas",7009,794.336,8.823721951416026
0500000US20199,"Wallace County, Kansas",1417,913.652,1.550918730545109
0500000US20201,"Washington County, Kansas",5533,894.759,6.183788036778618
0500000US20203,"Wichita County, Kansas",2091,718.566,2.909962341663814
0500000US20205,"Wilson County, Kansas",8505,570.423,14.90998785112101
0500000US20207,"Woodson County, Kansas",3109,497.819,6.245241744489463
0500000US20209,"Wyandotte County, Kansas",167654,151.638,1105.619963333729
0500000US21001,"Adair County, Kentucky",19089,405.292,47.099375265240866
0500000US21003,"Allen County, Kentucky",21293,343.724,61.94795824556912
0500000US21005,"Anderson County, Kentucky",24353,202.26,120.40442994165926
0500000US21007,"Ballard County, Kentucky",7654,247.095,30.975940427770695
0500000US21009,"Barren County, Kentucky",44938,487.365,92.20604680270434
0500000US21011,"Bath County, Kentucky",12851,277.992,46.22794900572678
0500000US21013,"Bell County, Kentucky",23509,358.999,65.48486207482472
0500000US21015,"Boone County, Kentucky",139841,246.268,567.8407263631491
0500000US21017,"Bourbon County, Kentucky",20240,289.75,69.85332182916306
0500000US21019,"Boyd County, Kentucky",47911,159.866,299.69474434839174
0500000US21021,"Boyle County, Kentucky",30941,180.336,171.57417265548753
0500000US21023,"Bracken County, Kentucky",8444,202.665,41.66481632250265
0500000US21025,"Breathitt County, Kentucky",13276,492.422,26.960615082185605
0500000US21027,"Breckinridge County, Kentucky",20881,569.725,36.65101584097591
0500000US21029,"Bullitt County, Kentucky",84027,297.084,282.83919699478935
0500000US21031,"Butler County, Kentucky",12393,426.112,29.08390282367077
0500000US21033,"Caldwell County, Kentucky",12618,344.835,36.59141328461438
0500000US21035,"Calloway County, Kentucky",38224,384.85,99.32181369364687
0500000US21037,"Campbell County, Kentucky",93426,151.32,617.4068199841396
0500000US21039,"Carlisle County, Kentucky",4762,189.463,25.13419506711073
0500000US21041,"Carroll County, Kentucky",10954,128.7,85.11266511266513
0500000US21043,"Carter County, Kentucky",26341,409.497,64.32525757209454
0500000US21045,"Casey County, Kentucky",15914,444.258,35.8215271306313
0500000US21047,"Christian County, Kentucky",72069,717.66,100.42220550121228
0500000US21049,"Clark County, Kentucky",37192,252.482,147.30555049468873
0500000US21051,"Clay County, Kentucky",19921,469.296,42.44868910026934
0500000US21053,"Clinton County, Kentucky",9202,197.063,46.695726747283864
0500000US21055,"Crittenden County, Kentucky",8979,359.566,24.971771524560165
0500000US21057,"Cumberland County, Kentucky",5948,305.147,19.492244721396574
0500000US21059,"Daviess County, Kentucky",103648,458.397,226.10968221868816
0500000US21061,"Edmonson County, Kentucky",12355,302.806,40.80170141939063
0500000US21063,"Elliott County, Kentucky",7307,234.321,31.18371806197481
0500000US21065,"Estill County, Kentucky",14035,253.081,55.45655343546137
0500000US21067,"Fayette County, Kentucky",323725,283.855,1140.459037184478
0500000US21069,"Fleming County, Kentucky",15323,348.672,43.94674651248164
0500000US21071,"Floyd County, Kentucky",35224,393.3,89.56013221459446
0500000US21073,"Franklin County, Kentucky",51842,207.909,249.3494750107018
0500000US21075,"Fulton County, Kentucky",6409,205.932,31.12192374181769
0500000US21077,"Gallatin County, Kentucky",8769,98.281,89.22375637203528
0500000US21079,"Garrard County, Kentucky",17568,229.925,76.40752419267152
0500000US21081,"Grant County, Kentucky",25418,257.976,98.52854529103483
0500000US21083,"Graves County, Kentucky",36630,551.757,66.38792076946918
0500000US21085,"Grayson County, Kentucky",26707,499.536,53.463614234009164
0500000US21087,"Green County, Kentucky",11369,285.963,39.75689162583971
0500000US21089,"Greenup County, Kentucky",35501,344.454,103.0645601444605
0500000US21091,"Hancock County, Kentucky",9034,187.675,48.13640602104702
0500000US21093,"Hardin County, Kentucky",111942,623.899,179.42327203601866
0500000US21095,"Harlan County, Kentucky",25772,465.83,55.32490393491188
0500000US21097,"Harrison County, Kentucky",19140,306.458,62.45554040031586
0500000US21099,"Hart County, Kentucky",19603,412.67,47.50284731141105
0500000US21101,"Henderson County, Kentucky",44280,436.361,101.47561308182904
0500000US21103,"Henry County, Kentucky",15856,286.251,55.39194622900881
0500000US21105,"Hickman County, Kentucky",4439,242.331,18.317920530183923
0500000US21107,"Hopkins County, Kentucky",45119,542.187,83.2166761652345
0500000US21109,"Jackson County, Kentucky",13086,345.227,37.9054940662231
0500000US21111,"Jefferson County, Kentucky",783022,380.83,2056.0932699629757
0500000US21113,"Jessamine County, Kentucky",54588,172.112,317.1655666077903
0500000US21115,"Johnson County, Kentucky",22334,261.966,85.25533847903927
0500000US21117,"Kenton County, Kentucky",171288,160.371,1068.0734047926371
0500000US21119,"Knott County, Kentucky",13830,351.524,39.34297515959081
0500000US21121,"Knox County, Kentucky",29865,386.33,77.3043770869464
0500000US21123,"Larue County, Kentucky",15107,261.04,57.8723567269384
0500000US21125,"Laurel County, Kentucky",62983,433.703,145.22149950542192
0500000US21127,"Lawrence County, Kentucky",16077,415.597,38.684109846798705
0500000US21129,"Lee County, Kentucky",7339,208.821,35.14493274143884
0500000US21131,"Leslie County, Kentucky",10079,400.878,25.14231262379078
0500000US21133,"Letcher County, Kentucky",20808,337.934,61.57415353293838
0500000US21135,"Lewis County, Kentucky",12965,482.858,26.850544052288665
0500000US21137,"Lincoln County, Kentucky",24504,332.903,73.60702667143282
0500000US21139,"Livingston County, Kentucky",8903,312.96,28.44772494887526
0500000US21141,"Logan County, Kentucky",27986,552.216,50.67944427542845
0500000US21143,"Lyon County, Kentucky",8900,213.785,41.630610192483104
0500000US21145,"McCracken County, Kentucky",67564,248.786,271.5747670688865
0500000US21147,"McCreary County, Kentucky",16867,426.705,39.5284798631373
0500000US21149,"McLean County, Kentucky",9114,252.525,36.09147609147609
0500000US21151,"Madison County, Kentucky",95769,437.929,218.68613405369365
0500000US21153,"Magoffin County, Kentucky",11348,308.443,36.79123857568497
0500000US21155,"Marion County, Kentucky",19749,343.551,57.484914903464116
0500000US21157,"Marshall County, Kentucky",31743,302.125,105.065784029789
0500000US21159,"Martin County, Kentucky",11027,229.622,48.022402034648245
0500000US21161,"Mason County, Kentucky",16956,240.127,70.61263414776347
0500000US21163,"Meade County, Kentucky",30158,305.463,98.72881494649106
0500000US21165,"Menifee County, Kentucky",6230,203.538,30.608535015574486
0500000US21167,"Mercer County, Kentucky",23028,249.383,92.33989486051576
0500000US21169,"Metcalfe County, Kentucky",10425,289.651,35.99158987885421
0500000US21171,"Monroe County, Kentucky",11269,329.475,34.20289855072463
0500000US21173,"Montgomery County, Kentucky",28395,197.376,143.86247568093384
0500000US21175,"Morgan County, Kentucky",14053,381.104,36.874448969310215
0500000US21177,"Muhlenberg County, Kentucky",30591,467.28,65.46610169491525
0500000US21179,"Nelson County, Kentucky",47606,418.685,113.70361966633627
0500000US21181,"Nicholas County, Kentucky",7708,195.306,39.46627343758
0500000US21183,"Ohio County, Kentucky",23735,587.095,40.42786942488013
0500000US21185,"Oldham County, Kentucky",69257,187.294,369.7769282518393
0500000US21187,"Owen County, Kentucky",11330,350.485,32.32663309414097
0500000US21189,"Owsley County, Kentucky",3971,197.402,20.11631087830924
0500000US21191,"Pendleton County, Kentucky",14723,277.148,53.123241012022454
0500000US21193,"Perry County, Kentucky",27499,339.724,80.94512015636222
0500000US21195,"Pike County, Kentucky",56727,786.222,72.1513770919664
0500000US21197,"Powell County, Kentucky",13038,178.962,72.85345492339157
0500000US21199,"Pulaski County, Kentucky",65897,658.1,100.13219875398875
0500000US21201,"Robertson County, Kentucky",2283,99.591,22.92375817091906
0500000US21203,"Rockcastle County, Kentucky",16163,316.567,51.05712218898369
0500000US21205,"Rowan County, Kentucky",24578,279.881,87.81589318317428
0500000US21207,"Russell County, Kentucky",18221,253.272,71.94241763795445
0500000US21209,"Scott County, Kentucky",59536,282.194,210.97542825148656
0500000US21211,"Shelby County, Kentucky",49096,379.79,129.27143947971246
0500000US21213,"Simpson County, Kentucky",19972,234.175,85.28664460339489
0500000US21215,"Spencer County, Kentucky",20193,186.67,108.17485402046393
0500000US21217,"Taylor County, Kentucky",26397,266.414,99.08263079267607
0500000US21219,"Todd County, Kentucky",12469,374.513,33.293904350449786
0500000US21221,"Trigg County, Kentucky",14315,441.433,32.42847725475893
0500000US21223,"Trimble County, Kentucky",8550,147.771,57.85979657713625
0500000US21225,"Union County, Kentucky",13260,342.878,38.67264741394899
0500000US21227,"Warren County, Kentucky",140918,541.724,260.1287740620685
0500000US21229,"Washington County, Kentucky",12140,297.284,40.836371954091035
0500000US21231,"Wayne County, Kentucky",19602,458.043,42.795108756164815
0500000US21233,"Webster County, Kentucky",12842,332.026,38.677693915536736
0500000US21235,"Whitley County, Kentucky",36920,437.922,84.30725106297469
0500000US21237,"Wolfe County, Kentucky",6443,222.159,29.00175099815898
0500000US21239,"Woodford County, Kentucky",27279,189.573,143.89707395040432
0500000US22001,"Acadia Parish, Louisiana",56955,655.244,86.9218184371013
0500000US22003,"Allen Parish, Louisiana",22477,762.084,29.49412400732728
0500000US22005,"Ascension Parish, Louisiana",130314,289.97,449.4051108735386
0500000US22007,"Assumption Parish, Louisiana",20484,344.021,59.54287674298953
0500000US22009,"Avoyelles Parish, Louisiana",38905,831.675,46.779090389875854
0500000US22011,"Beauregard Parish, Louisiana",36676,1157.477,31.686158774645197
0500000US22013,"Bienville Parish, Louisiana",12638,811.344,15.576623479066832
0500000US22015,"Bossier Parish, Louisiana",129789,839.576,154.58874479499175
0500000US22017,"Caddo Parish, Louisiana",230004,879.468,261.52628634583635
0500000US22019,"Calcasieu Parish, Louisiana",207088,1064.081,194.61676319753855
0500000US22021,"Caldwell Parish, Louisiana",9500,529.77,17.932310247843404
0500000US22023,"Cameron Parish, Louisiana",5015,1284.639,3.903820450725846
0500000US22025,"Catahoula Parish, Louisiana",8583,707.952,12.123703301918773
0500000US22027,"Claiborne Parish, Louisiana",13833,754.794,18.326854744473327
0500000US22029,"Concordia Parish, Louisiana",18174,697.14,26.06936913675876
0500000US22031,"De Soto Parish, Louisiana",27026,876.449,30.835793069533995
0500000US22033,"East Baton Rouge Parish, Louisiana",452938,455.502,994.3710455716989
0500000US22035,"East Carroll Parish, Louisiana",7072,420.887,16.8026097266012
0500000US22037,"East Feliciana Parish, Louisiana",19271,453.293,42.51334126050921
0500000US22039,"Evangeline Parish, Louisiana",32060,662.431,48.397493474792086
0500000US22041,"Franklin Parish, Louisiana",19408,624.298,31.087717724548213
0500000US22043,"Grant Parish, Louisiana",22095,643.75,34.32233009708738
0500000US22045,"Iberia Parish, Louisiana",68599,574.741,119.356370956657
0500000US22047,"Iberville Parish, Louisiana",29815,618.719,48.188272867004244
0500000US22049,"Jackson Parish, Louisiana",14884,569.378,26.140806283347793
0500000US22051,"Jefferson Parish, Louisiana",430920,300.864,1432.2750478621572
0500000US22053,"Jefferson Davis Parish, Louisiana",31924,651.52,48.99926326129666
