GEO_ID,County_Area,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races
0500000US18089,"Lake County, Indiana",20.9,51.4,22.7,0.1,1.6,2.9
0500000US18091,"LaPorte County, Indiana",7.6,76.0,10.3,0.1,0.6,4.9
0500000US18093,"Lawrence County, Indiana",2.0,93.3,0.2,0.0,0.6,3.1
0500000US18095,"Madison County, Indiana",5.4,82.0,6.1,0.1,0.7,5.4
0500000US18097,"Marion County, Indiana",13.8,49.5,27.1,0.1,4.0,4.9
0500000US18099,"Marshall County, Indiana",11.9,84.9,0.6,0.0,0.6,1.8
0500000US18101,"Martin County, Indiana",1.4,94.6,0.4,0.0,0.1,3.0
0500000US18103,"Miami County, Indiana",3.7,86.9,3.7,0.2,0.6,4.1
0500000US18105,"Monroe County, Indiana",4.8,80.7,3.5,0.0,6.8,3.9
0500000US18107,"Montgomery County, Indiana",6.2,89.0,0.9,0.0,0.5,2.7
0500000US18109,"Morgan County, Indiana",2.1,93.5,0.8,0.0,0.5,2.7
0500000US18111,"Newton County, Indiana",8.4,85.6,1.1,0.1,0.5,4.0
0500000US18113,"Noble County, Indiana",11.3,85.1,0.3,0.0,0.6,2.2
0500000US18115,"Ohio County, Indiana",1.9,94.8,0.1,0.1,1.1,2.0
0500000US18117,"Orange County, Indiana",1.8,93.3,1.2,0.0,0.5,3.1
0500000US18119,"Owen County, Indiana",1.5,95.0,0.8,0.0,0.6,1.9
0500000US18121,"Parke County, Indiana",0.8,94.3,1.6,0.0,0.0,3.3
0500000US18123,"Perry County, Indiana",1.6,92.5,2.1,0.1,0.6,2.9
0500000US18125,"Pike County, Indiana",1.1,95.4,0.4,0.9,0.0,2.1
0500000US18127,"Porter County, Indiana",11.7,79.1,4.3,0.0,1.4,3.1
0500000US18129,"Posey County, Indiana",1.5,93.2,0.7,0.1,0.3,2.9
0500000US18131,"Pulaski County, Indiana",4.2,91.3,0.2,0.1,0.4,3.7
0500000US18133,"Putnam County, Indiana",2.3,90.6,3.3,0.1,1.3,2.2
0500000US18135,"Randolph County, Indiana",5.3,90.7,0.7,0.1,0.5,2.1
0500000US18137,"Ripley County, Indiana",2.0,94.2,0.7,0.0,0.5,2.2
0500000US18139,"Rush County, Indiana",1.9,94.4,0.6,0.0,0.0,2.7
0500000US18141,"St. Joseph County, Indiana",10.5,68.9,12.3,0.1,2.7,4.9
0500000US18143,"Scott County, Indiana",2.6,93.5,0.4,0.0,0.0,2.4
0500000US18145,"Shelby County, Indiana",5.6,89.8,1.4,0.0,1.0,2.1
0500000US18147,"Spencer County, Indiana",3.6,93.2,0.6,0.0,0.2,2.0
0500000US18149,"Starke County, Indiana",4.3,91.0,0.5,0.1,0.3,3.6
0500000US18151,"Steuben County, Indiana",4.5,91.4,0.7,0.0,0.7,2.2
0500000US18153,"Sullivan County, Indiana",1.9,90.4,3.0,0.1,0.4,3.7
0500000US18155,"Switzerland County, Indiana",0.6,94.6,0.3,0.2,0.3,3.8
0500000US18157,"Tippecanoe County, Indiana",10.3,71.6,6.2,0.1,8.0,3.3
0500000US18159,"Tipton County, Indiana",3.3,92.8,1.1,0.1,0.3,2.2
0500000US18161,"Union County, Indiana",2.5,95.1,0.6,0.1,0.4,1.3
0500000US18163,"Vanderburgh County, Indiana",3.8,80.3,8.4,0.1,1.4,5.1
0500000US18165,"Vermillion County, Indiana",1.5,95.3,0.7,0.1,0.1,2.2
0500000US18167,"Vigo County, Indiana",3.2,84.0,5.8,0.1,2.1,4.4
0500000US18169,"Wabash County, Indiana",3.2,92.2,0.9,0.1,0.4,2.9
0500000US18171,"Warren County, Indiana",1.5,94.2,0.1,0.1,0.2,3.6
0500000US18173,"Warrick County, Indiana",2.5,89.5,1.7,0.1,1.7,3.8
0500000US18175,"Washington County, Indiana",1.5,95.3,0.3,0.0,0.1,2.4
0500000US18177,"Wayne County, Indiana",4.0,85.7,3.8,0.0,0.9,5.0
0500000US18179,"Wells County, Indiana",4.0,92.2,1.0,0.0,0.2,2.4
0500000US18181,"White County, Indiana",10.7,85.8,0.5,0.1,0.3,2.5
0500000US18183,"Whitley County, Indiana",2.8,91.9,0.2,0.1,0.3,3.9
0500000US19001,"Adair County, Iowa",3.2,93.1,1.4,0.0,0.3,1.4
0500000US19003,"Adams County, Iowa",1.7,94.5,0.3,0.2,0.0,3.2
0500000US19005,"Allamakee County, Iowa",9.1,86.5,1.8,0.1,0.4,2.0
0500000US19007,"Appanoose County, Iowa",2.0,93.8,0.8,0.0,0.9,2.4
0500000US19009,"Audubon County, Iowa",2.5,93.8,0.5,0.1,0.1,2.1
0500000US19011,"Benton County, Iowa",2.0,94.4,0.4,0.1,0.2,2.8
0500000US19013,"Black Hawk County, Iowa",5.2,78.1,9.1,0.1,2.7,3.9
0500000US19015,"Boone County, Iowa",2.9,92.9,1.2,0.0,0.2,2.8
0500000US19017,"Bremer County, Iowa",2.1,92.3,1.1,0.0,0.9,2.6
0500000US19019,"Buchanan County, Iowa",1.9,95.0,0.6,0.1,0.2,2.2
0500000US19021,"Buena Vista County, Iowa",29.4,52.1,3.3,0.1,9.5,2.4
0500000US19023,"Butler County, Iowa",1.7,94.6,0.2,0.0,1.3,1.6
0500000US19025,"Calhoun County, Iowa",2.7,91.3,1.6,0.2,0.2,3.6
0500000US19027,"Carroll County, Iowa",3.5,91.9,0.5,0.0,0.2,3.6
0500000US19029,"Cass County, Iowa",2.7,93.5,0.9,0.2,0.5,1.6
0500000US19031,"Cedar County, Iowa",2.8,93.2,0.4,0.1,0.5,2.8
0500000US19033,"Cerro Gordo County, Iowa",5.6,88.2,1.9,0.2,1.2,2.2
0500000US19035,"Cherokee County, Iowa",5.4,88.6,1.0,0.0,0.4,4.5
0500000US19037,"Chickasaw County, Iowa",4.6,92.6,0.5,0.4,0.0,1.7
0500000US19039,"Clarke County, Iowa",16.8,77.5,0.1,0.0,0.6,4.9
0500000US19041,"Clay County, Iowa",4.7,91.1,0.3,0.1,0.8,2.9
0500000US19043,"Clayton County, Iowa",2.3,95.0,0.6,0.0,0.3,1.7
0500000US19045,"Clinton County, Iowa",3.6,89.0,3.1,0.1,0.7,3.4
0500000US19047,"Crawford County, Iowa",30.8,62.1,0.9,0.1,2.2,3.9
0500000US19049,"Dallas County, Iowa",6.9,80.9,3.0,0.0,4.9,3.9
0500000US19051,"Davis County, Iowa",2.4,93.8,0.0,0.0,0.0,2.4
0500000US19053,"Decatur County, Iowa",3.5,90.2,1.3,0.2,0.7,3.4
0500000US19055,"Delaware County, Iowa",1.7,94.1,0.1,0.1,0.0,3.7
0500000US19057,"Des Moines County, Iowa",3.7,84.5,4.7,0.2,1.2,5.5
0500000US19059,"Dickinson County, Iowa",2.9,93.4,0.0,0.1,0.5,3.2
0500000US19061,"Dubuque County, Iowa",3.3,88.3,2.9,0.0,1.3,3.3
0500000US19063,"Emmet County, Iowa",10.2,85.2,1.6,0.1,0.2,2.1
0500000US19065,"Fayette County, Iowa",3.1,91.0,0.8,0.3,0.9,3.7
0500000US19067,"Floyd County, Iowa",3.9,88.7,1.4,0.0,1.6,4.4
0500000US19069,"Franklin County, Iowa",16.5,80.2,0.7,0.1,0.4,1.8
0500000US19071,"Fremont County, Iowa",3.4,91.4,0.4,0.1,0.2,4.6
0500000US19073,"Greene County, Iowa",3.5,92.3,0.1,0.3,0.6,3.1
0500000US19075,"Grundy County, Iowa",1.8,94.9,0.6,0.5,0.5,1.1
0500000US19077,"Guthrie County, Iowa",3.1,92.4,0.6,0.1,0.5,2.5
0500000US19079,"Hamilton County, Iowa",10.1,83.8,1.0,0.2,2.3,2.2
0500000US19081,"Hancock County, Iowa",6.0,90.1,0.4,0.1,0.9,1.9
0500000US19083,"Hardin County, Iowa",5.5,90.1,1.1,0.3,0.8,2.1
0500000US19085,"Harrison County, Iowa",2.2,94.4,0.1,0.0,0.3,2.7
0500000US19087,"Henry County, Iowa",5.5,86.2,2.5,0.2,0.9,4.4
0500000US19089,"Howard County, Iowa",3.3,93.0,0.8,0.1,0.3,2.1
0500000US19091,"Humboldt County, Iowa",5.7,90.4,0.3,0.1,1.0,1.5
0500000US19093,"Ida County, Iowa",4.1,91.5,0.3,0.0,0.7,3.1
0500000US19095,"Iowa County, Iowa",3.4,92.5,0.3,0.1,0.2,2.7
0500000US19097,"Jackson County, Iowa",1.6,93.6,1.0,0.1,0.1,2.6
0500000US19099,"Jasper County, Iowa",3.1,90.8,1.5,0.1,0.7,3.6
0500000US19101,"Jefferson County, Iowa",4.1,82.4,2.4,0.1,8.2,2.5
0500000US19103,"Johnson County, Iowa",6.7,74.8,7.6,0.1,5.6,4.6
0500000US19105,"Jones County, Iowa",2.6,91.5,2.5,0.1,0.6,2.7
0500000US19107,"Keokuk County, Iowa",2.3,94.6,0.3,0.0,0.2,2.3
0500000US19109,"Kossuth County, Iowa",4.5,91.7,0.7,0.0,0.4,2.4
0500000US19111,"Lee County, Iowa",3.5,90.3,2.4,0.1,0.6,3.0
0500000US19113,"Linn County, Iowa",4.1,82.4,5.9,0.1,2.4,4.7
0500000US19115,"Louisa County, Iowa",16.4,77.0,0.9,0.1,2.2,3.4
0500000US19117,"Lucas County, Iowa",2.9,94.0,0.3,0.0,0.8,2.0
0500000US19119,"Lyon County, Iowa",3.9,93.4,0.4,0.1,0.5,1.8
0500000US19121,"Madison County, Iowa",2.3,94.3,0.7,0.0,0.4,2.2
0500000US19123,"Mahaska County, Iowa",2.5,91.6,1.1,0.0,1.0,3.4
0500000US19125,"Marion County, Iowa",2.3,93.3,0.4,0.0,1.4,2.3
0500000US19127,"Marshall County, Iowa",24.6,66.0,1.6,0.2,4.1,3.2
0500000US19129,"Mills County, Iowa",3.9,92.7,0.4,0.1,0.5,2.3
0500000US19131,"Mitchell County, Iowa",2.4,95.1,0.3,0.3,0.6,1.2
0500000US19133,"Monona County, Iowa",2.7,92.8,0.2,0.4,0.0,3.8
0500000US19135,"Monroe County, Iowa",2.1,94.8,1.2,0.1,0.5,1.1
0500000US19137,"Montgomery County, Iowa",0.8,92.0,1.8,0.1,1.1,3.2
0500000US19139,"Muscatine County, Iowa",18.8,75.0,2.2,0.1,0.6,3.1
0500000US19141,"O'Brien County, Iowa",7.6,87.0,1.7,0.2,0.7,2.6
0500000US19143,"Osceola County, Iowa",10.6,84.0,0.5,1.1,0.6,3.0
0500000US19145,"Page County, Iowa",3.3,90.3,1.7,0.4,0.5,3.4
0500000US19147,"Palo Alto County, Iowa",3.5,91.3,1.6,0.1,0.6,2.8
0500000US19149,"Plymouth County, Iowa",6.4,88.0,2.4,0.2,0.5,2.0
0500000US19151,"Pocahontas County, Iowa",5.8,88.6,0.7,0.1,0.2,3.9
0500000US19153,"Polk County, Iowa",10.4,73.2,7.3,0.1,4.9,3.8
0500000US19155,"Pottawattamie County, Iowa",9.1,84.5,1.8,0.2,0.9,3.0
0500000US19157,"Poweshiek County, Iowa",3.5,89.8,0.9,0.3,2.0,3.3
0500000US19159,"Ringgold County, Iowa",2.2,94.7,0.4,0.3,0.0,2.5
0500000US19161,"Sac County, Iowa",4.4,91.8,0.5,0.1,0.4,2.4
0500000US19163,"Scott County, Iowa",7.4,77.0,7.1,0.1,2.8,5.1
0500000US19165,"Shelby County, Iowa",4.4,91.3,0.3,0.1,0.5,3.0
0500000US19167,"Sioux County, Iowa",14.3,82.8,0.6,0.1,0.5,1.3
0500000US19169,"Story County, Iowa",5.2,81.0,2.7,0.1,6.6,4.0
0500000US19171,"Tama County, Iowa",11.7,78.4,0.9,5.3,0.7,2.9
0500000US19173,"Taylor County, Iowa",8.1,88.9,0.2,0.0,0.0,2.2
0500000US19175,"Union County, Iowa",3.8,91.9,0.8,0.0,0.9,2.4
0500000US19177,"Van Buren County, Iowa",1.8,94.4,0.4,0.1,0.0,2.4
0500000US19179,"Wapello County, Iowa",13.4,75.6,3.0,0.0,1.6,3.7
0500000US19181,"Warren County, Iowa",3.7,91.9,0.7,0.1,0.7,2.8
0500000US19183,"Washington County, Iowa",7.8,88.7,1.0,0.0,0.4,2.0
0500000US19185,"Wayne County, Iowa",1.2,93.7,0.2,0.0,0.1,4.8
0500000US19187,"Webster County, Iowa",6.6,83.9,3.3,0.1,1.2,4.7
0500000US19189,"Winnebago County, Iowa",5.8,89.0,2.0,0.2,1.3,1.5
0500000US19191,"Winneshiek County, Iowa",3.1,93.3,0.4,0.4,0.5,2.2
0500000US19193,"Woodbury County, Iowa",19.1,67.1,4.9,1.3,2.3,4.3
0500000US19195,"Worth County, Iowa",3.5,93.3,0.8,0.1,0.4,1.8
0500000US19197,"Wright County, Iowa",19.9,75.5,0.4,0.1,0.5,2.2
0500000US20001,"Allen County, Kansas",4.3,88.5,2.8,0.5,0.4,3.0
0500000US20003,"Anderson County, Kansas",1.8,90.9,1.1,0.1,0.0,6.1
0500000US20005,"Atchison County, Kansas",3.8,86.7,3.5,0.1,0.3,5.4
0500000US20007,"Barber County, Kansas",6.3,88.7,0.1,2.3,0.0,2.5
0500000US20009,"Barton County, Kansas",16.7,78.9,0.6,0.2,0.2,3.2
0500000US20011,"Bourbon County, Kansas",3.1,88.8,1.7,0.1,0.8,5.2
0500000US20013,"Brown County, Kansas",4.7,81.5,1.6,6.3,0.3,4.7
0500000US20015,"Butler County, Kansas",5.8,85.7,1.9,0.5,1.7,4.0
0500000US20017,"Chase County, Kansas",8.4,86.3,1.1,0.2,0.5,3.5
0500000US20019,"Chautauqua County, Kansas",5.0,80.1,0.8,3.5,0.1,8.2
0500000US20021,"Cherokee County, Kansas",3.0,85.3,0.8,2.0,0.5,7.4
0500000US20023,"Cheyenne County, Kansas",9.4,87.2,0.1,0.4,0.0,2.7
0500000US20025,"Clark County, Kansas",5.4,87.3,0.0,0.9,0.4,5.7
0500000US20027,"Clay County, Kansas",3.5,90.0,2.4,0.5,0.6,3.0
0500000US20029,"Cloud County, Kansas",3.9,89.3,0.8,0.5,0.1,4.2
0500000US20031,"Coffey County, Kansas",3.9,91.3,0.6,0.1,0.9,3.0
0500000US20033,"Comanche County, Kansas",2.0,94.7,0.4,0.0,0.0,2.9
0500000US20035,"Cowley County, Kansas",12.2,76.9,2.4,1.2,1.5,5.3
0500000US20037,"Crawford County, Kansas",7.5,83.4,1.5,0.5,1.7,4.9
0500000US20039,"Decatur County, Kansas",4.8,90.5,1.1,0.5,0.0,2.6
0500000US20041,"Dickinson County, Kansas",5.7,88.4,0.1,0.1,0.2,5.1
0500000US20043,"Doniphan County, Kansas",3.5,88.0,3.0,0.2,0.1,5.1
0500000US20045,"Douglas County, Kansas",7.2,76.0,4.2,1.0,4.3,6.8
0500000US20047,"Edwards County, Kansas",22.8,72.5,0.1,0.7,0.0,3.9
0500000US20049,"Elk County, Kansas",4.5,87.4,0.1,0.7,0.2,6.2
0500000US20051,"Ellis County, Kansas",7.3,86.9,1.3,0.2,1.6,2.8
0500000US20053,"Ellsworth County, Kansas",6.1,83.8,3.4,0.2,0.5,5.9
0500000US20055,"Finney County, Kansas",53.2,37.0,4.4,0.1,3.9,1.4
0500000US20057,"Ford County, Kansas",59.1,35.4,2.4,0.0,0.9,1.8
0500000US20059,"Franklin County, Kansas",4.8,88.9,1.1,0.6,0.6,3.7
0500000US20061,"Geary County, Kansas",16.9,54.9,14.4,0.4,2.8,9.2
0500000US20063,"Gove County, Kansas",1.7,93.7,0.5,0.0,0.8,3.0
0500000US20065,"Graham County, Kansas",3.9,87.3,4.6,0.0,0.7,3.2
0500000US20067,"Grant County, Kansas",53.4,44.0,0.2,0.7,0.1,1.6
0500000US20069,"Gray County, Kansas",16.6,79.4,0.0,0.1,0.6,3.0
0500000US20071,"Greeley County, Kansas",16.9,81.4,0.2,0.4,0.0,1.2
0500000US20073,"Greenwood County, Kansas",4.0,90.9,0.7,1.3,0.0,3.0
0500000US20075,"Hamilton County, Kansas",44.0,54.3,0.0,0.0,0.0,1.7
0500000US20077,"Harper County, Kansas",8.1,86.1,0.8,0.3,0.3,4.2
0500000US20079,"Harvey County, Kansas",12.2,81.2,1.4,0.2,1.1,3.6
0500000US20081,"Haskell County, Kansas",30.9,66.0,0.5,0.6,0.0,2.0
0500000US20083,"Hodgeman County, Kansas",4.6,92.0,0.4,0.1,0.0,2.2
0500000US20085,"Jackson County, Kansas",5.8,81.6,0.7,5.2,0.5,5.9
0500000US20087,"Jefferson County, Kansas",3.5,91.1,0.4,0.4,0.2,4.0
0500000US20089,"Jewell County, Kansas",2.8,91.9,0.7,0.2,0.3,4.1
0500000US20091,"Johnson County, Kansas",9.3,76.1,4.8,0.1,5.2,4.0
0500000US20093,"Kearny County, Kansas",35.6,58.5,0.0,0.1,3.6,1.4
0500000US20095,"Kingman County, Kansas",4.1,89.7,0.3,0.1,0.0,4.4
0500000US20097,"Kiowa County, Kansas",4.5,87.3,0.9,0.4,2.7,3.7
0500000US20099,"Labette County, Kansas",5.1,83.2,3.2,0.7,0.0,6.7
0500000US20101,"Lane County, Kansas",16.1,81.2,1.2,0.3,0.0,1.3
0500000US20103,"Leavenworth County, Kansas",7.6,77.4,6.8,0.3,1.3,5.9
0500000US20105,"Lincoln County, Kansas",4.6,91.1,0.1,0.1,0.6,3.4
0500000US20107,"Linn County, Kansas",3.1,91.0,1.4,0.2,0.2,3.6
0500000US20109,"Logan County, Kansas",7.4,87.7,0.0,0.9,0.6,3.4
0500000US20111,"Lyon County, Kansas",24.2,68.3,1.4,0.2,1.9,3.9
0500000US20113,"McPherson County, Kansas",5.6,89.1,1.7,0.1,0.4,3.1
0500000US20115,"Marion County, Kansas",4.2,90.9,0.9,0.5,0.4,2.8
0500000US20117,"Marshall County, Kansas",2.8,93.3,0.7,0.3,0.3,2.4
0500000US20119,"Meade County, Kansas",24.3,69.8,0.4,1.6,1.8,1.7
0500000US20121,"Miami County, Kansas",4.1,89.9,1.2,0.1,0.1,4.5
0500000US20123,"Mitchell County, Kansas",3.2,93.0,0.1,0.2,0.7,2.8
0500000US20125,"Montgomery County, Kansas",8.1,76.5,3.8,1.9,0.2,8.7
0500000US20127,"Morris County, Kansas",4.3,90.0,0.0,0.0,0.7,4.9
0500000US20129,"Morton County, Kansas",24.1,70.3,1.2,0.0,1.7,2.8
0500000US20131,"Nemaha County, Kansas",2.6,93.3,1.2,0.3,0.6,1.7
0500000US20133,"Neosho County, Kansas",6.0,88.0,1.5,0.1,0.5,3.7
0500000US20135,"Ness County, Kansas",14.9,79.9,0.0,0.5,0.2,4.3
0500000US20137,"Norton County, Kansas",5.9,85.7,3.1,1.0,0.1,3.7
0500000US20139,"Osage County, Kansas",3.4,92.1,0.3,0.3,0.1,3.5
0500000US20141,"Osborne County, Kansas",3.0,91.8,0.3,0.2,0.5,3.6
0500000US20143,"Ottawa County, Kansas",3.3,92.9,0.4,0.5,0.1,2.8
0500000US20145,"Pawnee County, Kansas",9.1,79.9,7.4,0.9,0.0,2.7
0500000US20147,"Phillips County, Kansas",3.4,91.6,0.7,0.6,0.4,3.2
0500000US20149,"Pottawatomie County, Kansas",6.1,87.1,1.6,0.2,0.4,3.7
0500000US20151,"Pratt County, Kansas",8.6,84.1,0.6,0.1,0.2,5.4
0500000US20153,"Rawlins County, Kansas",7.7,88.5,0.0,1.2,0.8,1.8
0500000US20155,"Reno County, Kansas",10.4,82.0,2.7,0.4,0.5,3.5
0500000US20157,"Republic County, Kansas",3.9,93.3,0.5,0.0,0.0,1.6
0500000US20159,"Rice County, Kansas",14.0,77.6,1.8,0.5,0.0,6.0
0500000US20161,"Riley County, Kansas",10.0,73.6,6.4,0.2,4.1,4.9
0500000US20163,"Rooks County, Kansas",3.2,91.4,1.9,0.2,0.7,2.3
0500000US20165,"Rush County, Kansas",6.5,87.4,0.4,0.5,0.0,5.2
0500000US20167,"Russell County, Kansas",4.1,89.5,0.4,0.2,0.4,5.3
0500000US20169,"Saline County, Kansas",12.8,77.8,3.4,0.1,1.7,4.1
0500000US20171,"Scott County, Kansas",21.8,75.1,0.0,1.2,0.0,1.9
0500000US20173,"Sedgwick County, Kansas",16.5,64.9,7.6,0.4,4.2,5.8
0500000US20175,"Seward County, Kansas",67.4,25.1,2.9,0.2,2.4,2.0
0500000US20177,"Shawnee County, Kansas",13.8,71.0,6.6,0.4,1.3,6.3
0500000US20179,"Sheridan County, Kansas",5.9,91.3,0.0,0.3,0.0,2.5
0500000US20181,"Sherman County, Kansas",13.0,82.8,1.8,0.0,0.1,2.3
0500000US20183,"Smith County, Kansas",2.6,93.3,0.2,0.3,0.2,3.0
0500000US20185,"Stafford County, Kansas",13.4,81.1,0.2,0.3,0.0,4.7
0500000US20187,"Stanton County, Kansas",45.6,45.7,0.1,5.7,0.4,2.5
0500000US20189,"Stevens County, Kansas",39.1,57.2,0.1,0.0,0.2,3.4
0500000US20191,"Sumner County, Kansas",6.1,86.5,1.1,0.5,0.4,4.7
0500000US20193,"Thomas County, Kansas",8.4,86.6,0.4,0.0,0.1,4.2
0500000US20195,"Trego County, Kansas",1.1,95.2,0.0,0.5,0.7,1.6
0500000US20197,"Wabaunsee County, Kansas",4.8,89.6,0.2,0.0,0.4,4.5
0500000US20199,"Wallace County, Kansas",7.4,87.9,0.8,0.1,0.6,3.2
0500000US20201,"Washington County, Kansas",4.9,89.9,0.1,0.4,0.4,3.3
0500000US20203,"Wichita County, Kansas",27.5,69.1,0.2,0.4,0.0,2.8
0500000US20205,"Wilson County, Kansas",3.8,90.4,0.2,0.8,0.0,4.7
0500000US20207,"Woodson County, Kansas",2.9,91.4,0.2,0.2,0.0,5.2
0500000US20209,"Wyandotte County, Kansas",34.1,36.4,18.1,0.3,5.2,5.1
0500000US21001,"Adair County, Kentucky",3.5,90.4,2.1,0.0,0.2,3.5
0500000US21003,"Allen County, Kentucky",2.9,92.7,0.4,0.2,0.0,3.5
0500000US21005,"Anderson County, Kentucky",2.6,91.8,2.1,0.0,0.3,2.8
0500000US21007,"Ballard County, Kentucky",1.6,91.0,3.6,0.0,0.1,3.7
0500000US21009,"Barren County, Kentucky",4.4,87.4,3.8,0.0,0.9,2.9
0500000US21011,"Bath County, Kentucky",1.8,94.6,0.7,0.0,0.0,2.7
0500000US21013,"Bell County, Kentucky",0.5,92.6,3.0,0.1,0.3,3.2
0500000US21015,"Boone County, Kentucky",5.9,82.3,4.4,0.0,2.4,4.2
0500000US21017,"Bourbon County, Kentucky",7.8,83.4,4.9,0.0,0.1,3.4
0500000US21019,"Boyd County, Kentucky",1.8,92.2,2.3,0.1,0.4,3.2
0500000US21021,"Boyle County, Kentucky",4.7,82.7,7.0,0.0,0.8,4.2
0500000US21023,"Bracken County, Kentucky",1.5,94.5,0.6,1.0,0.1,2.3
0500000US21025,"Breathitt County, Kentucky",1.1,96.0,0.6,0.2,0.3,1.9
0500000US21027,"Breckinridge County, Kentucky",1.7,92.7,1.9,0.0,0.0,3.2
0500000US21029,"Bullitt County, Kentucky",3.3,90.8,1.3,0.0,0.7,3.5
0500000US21031,"Butler County, Kentucky",5.3,91.9,0.0,0.0,0.3,2.5
0500000US21033,"Caldwell County, Kentucky",1.5,89.7,6.0,0.0,0.0,2.5
0500000US21035,"Calloway County, Kentucky",3.7,86.9,4.0,0.1,1.8,2.8
0500000US21037,"Campbell County, Kentucky",2.6,90.3,2.8,0.0,0.9,2.9
0500000US21039,"Carlisle County, Kentucky",3.2,90.0,1.5,0.1,0.1,4.9
0500000US21041,"Carroll County, Kentucky",7.5,85.6,2.2,0.0,0.0,4.0
0500000US21043,"Carter County, Kentucky",0.9,95.2,0.3,0.0,0.3,3.3
0500000US21045,"Casey County, Kentucky",3.4,93.2,0.4,0.0,0.1,2.7
0500000US21047,"Christian County, Kentucky",8.7,63.8,18.3,0.1,1.2,7.0
0500000US21049,"Clark County, Kentucky",4.1,88.1,2.8,0.3,0.7,3.9
0500000US21051,"Clay County, Kentucky",2.1,91.3,3.9,0.1,0.1,2.5
0500000US21053,"Clinton County, Kentucky",3.4,93.1,0.1,0.5,0.4,2.4
0500000US21055,"Crittenden County, Kentucky",1.8,93.8,0.4,0.2,0.3,3.1
0500000US21057,"Cumberland County, Kentucky",2.0,92.5,1.5,0.7,0.3,3.1
0500000US21059,"Daviess County, Kentucky",4.3,84.9,4.0,0.1,2.1,3.8
0500000US21061,"Edmonson County, Kentucky",1.7,91.6,0.7,0.1,0.6,4.4
0500000US21063,"Elliott County, Kentucky",1.7,92.5,3.4,0.2,0.0,2.0
0500000US21065,"Estill County, Kentucky",0.9,96.0,0.1,0.0,1.0,2.0
0500000US21067,"Fayette County, Kentucky",9.5,66.7,14.4,0.0,4.3,4.7
0500000US21069,"Fleming County, Kentucky",1.7,94.3,0.9,0.0,0.8,2.0
0500000US21071,"Floyd County, Kentucky",0.9,95.4,0.6,0.0,0.4,2.6
0500000US21073,"Franklin County, Kentucky",4.4,80.5,9.2,0.1,1.8,3.7
0500000US21075,"Fulton County, Kentucky",3.3,68.5,23.8,0.3,0.0,2.9
0500000US21077,"Gallatin County, Kentucky",5.5,87.7,2.7,0.0,0.5,2.9
0500000US21079,"Garrard County, Kentucky",3.0,91.6,2.4,0.2,0.1,2.1
0500000US21081,"Grant County, Kentucky",3.2,92.2,0.9,0.1,0.6,2.9
0500000US21083,"Graves County, Kentucky",8.1,83.8,4.2,0.1,0.4,3.0
0500000US21085,"Grayson County, Kentucky",1.6,94.5,0.8,0.0,0.4,2.4
0500000US21087,"Green County, Kentucky",2.3,93.3,1.3,0.1,0.0,3.1
0500000US21089,"Greenup County, Kentucky",1.2,94.8,0.7,0.1,0.6,2.6
0500000US21091,"Hancock County, Kentucky",0.8,94.1,1.3,0.0,0.1,2.9
0500000US21093,"Hardin County, Kentucky",6.5,74.4,10.7,0.2,2.2,5.7
0500000US21095,"Harlan County, Kentucky",0.5,93.9,1.3,0.2,0.2,3.6
0500000US21097,"Harrison County, Kentucky",2.3,93.3,1.7,0.0,0.1,2.4
0500000US21099,"Hart County, Kentucky",2.1,90.2,2.9,0.2,0.5,3.4
0500000US21101,"Henderson County, Kentucky",3.4,84.0,8.1,0.0,0.5,3.7
0500000US21103,"Henry County, Kentucky",4.1,89.6,2.7,0.0,0.5,2.9
0500000US21105,"Hickman County, Kentucky",2.6,85.6,8.2,0.0,0.3,3.2
0500000US21107,"Hopkins County, Kentucky",2.8,86.9,5.8,0.1,0.6,3.8
0500000US21109,"Jackson County, Kentucky",1.1,96.2,0.2,0.1,0.0,2.4
0500000US21111,"Jefferson County, Kentucky",8.6,62.0,20.6,0.1,3.1,5.2
0500000US21113,"Jessamine County, Kentucky",5.0,85.5,4.0,0.0,1.8,3.2
0500000US21115,"Johnson County, Kentucky",0.5,93.9,0.6,0.1,1.4,3.5
0500000US21117,"Kenton County, Kentucky",4.9,85.2,3.9,0.1,1.1,4.4
0500000US21119,"Knott County, Kentucky",0.6,96.7,1.1,0.1,0.2,1.3
0500000US21121,"Knox County, Kentucky",1.3,95.0,1.0,0.0,0.2,2.4
0500000US21123,"Larue County, Kentucky",3.3,90.4,2.1,0.0,0.0,3.6
0500000US21125,"Laurel County, Kentucky",1.7,94.8,0.6,0.1,0.3,2.3
0500000US21127,"Lawrence County, Kentucky",0.4,96.6,0.1,0.0,1.3,1.6
0500000US21129,"Lee County, Kentucky",1.1,93.4,3.0,0.0,0.0,2.2
0500000US21131,"Leslie County, Kentucky",0.1,96.5,0.2,0.0,0.1,3.1
0500000US21133,"Letcher County, Kentucky",0.8,96.5,0.6,0.0,0.2,1.5
0500000US21135,"Lewis County, Kentucky",0.1,96.9,0.5,0.0,0.2,1.9
0500000US21137,"Lincoln County, Kentucky",2.1,92.3,2.0,0.0,0.1,2.6
0500000US21139,"Livingston County, Kentucky",2.5,94.1,0.1,0.1,0.1,3.1
